DI of train,DI of test,f1 macro,f1 micro,f1 weighted,method
0.8397076575361816,0.7829953214311649,0.642804102764824,0.6520858647225597,0.6488908863602236,origin
0.9999999999999938,0.7906885069037418,0.6427840558810396,0.6524908869987849,0.6490088296445078,RW
0.8397076575361816,0.8743987628646083,0.6491705532817535,0.6614013770757392,0.6560951628484135,DIremover
0.9422147571900048,0.9928643091902044,0.4518817967302534,0.4997974888618874,0.4690132976156733,LFR
0.8397076575361857,0.8103675393216336,0.6270693498725827,0.6472255974078575,0.6362344728807826,partial
0.8092571265003872,0.7693569075278411,0.6404962526529284,0.6447954637505062,0.6432509323561912,origin
0.999999999999998,0.7716089968371838,0.6413161015636402,0.6456055083029567,0.6440644992151281,RW
0.8092571265003872,0.8956009660758104,0.6448169212329478,0.6545159983799109,0.6489295201212435,DIremover
1.112686385284922,1.1819172406371072,0.3991114378291962,0.44754961522883757,0.38715736551801516,LFR
0.8092571265003855,0.8118197866298258,0.6239699223472043,0.6387201296071284,0.6291882983307766,partial
0.8495236767009248,0.790530725607772,0.6582955771158556,0.6703118671526934,0.6635640584926981,origin
1.0000000000000426,0.7913580652136977,0.6588107556160653,0.6711219117051438,0.6641394649680544,RW
0.8495236767009248,0.7644065200834465,0.661803421087799,0.6678817334953422,0.6655312078513376,DIremover
1.0,1.0,0.35111695137976345,0.541109761036857,0.37998561931418706,LFR
0.8495236767009345,0.8151044811035981,0.6340279565098004,0.6512758201701093,0.6405602630826412,partial
0.8387176145343895,0.7764294069847394,0.6713570484092104,0.6816524908869988,0.6772704490085808,origin
1.000000000000017,0.7676531262420118,0.6668289757089915,0.6731470230862697,0.6714931812728058,RW
0.8387176145343895,0.8789470329530243,0.6565225062602216,0.6678817334953422,0.6628725419751778,DIremover
1.0451127329030463,0.8152993032845158,0.49209531683694563,0.49210206561360875,0.4919071009544514,LFR
0.8387176145343789,0.8246510589837648,0.6533526527281152,0.6711219117051438,0.6613313360970493,partial
0.8290605023858828,0.7807324535936804,0.6486942514849492,0.6565411097610369,0.6547123026831411,origin
0.9999999999999719,0.7852131248799405,0.6495228027786166,0.6573511543134872,0.6555266604598317,RW
0.8290605023858828,0.8432506851159378,0.6493630938612972,0.6585662211421628,0.6558743064125095,DIremover
1.0060830273414134,0.9752213461931006,0.44920959891620704,0.5662211421628189,0.47830825158649803,LFR
0.8290605023858808,0.803113209410742,0.6350447271343265,0.6456055083029567,0.6421606820646177,partial
0.8420600022456807,0.7584857576633893,0.6579563942111443,0.6666666666666666,0.6628863199918079,origin
0.9999999999999993,0.7788755048370434,0.6484411956610391,0.6605913325232888,0.6543442033304981,RW
0.8420600022456807,0.8284393692224036,0.649989410543,0.6638315107330903,0.6562761485112079,DIremover
0.9459608689770553,0.9725810774591263,0.39342830390583206,0.553665451599838,0.42158660487964084,LFR
0.8420600022456932,0.7885777364629328,0.6352097582386063,0.6545159983799109,0.6427894968856325,partial
0.8291731029131136,0.8118960244648319,0.6476993362995478,0.656946132037262,0.6513749376052892,origin
1.0000000000000218,0.8163188266782183,0.6470598325785646,0.6557310652085865,0.6506224320312092,RW
0.8291731029131136,0.9133772728778193,0.6393970803017963,0.648440664236533,0.6430746502394513,DIremover
1.0427280197206246,0.72870249017038,0.4883926041062902,0.5087079789388417,0.4818272695567462,LFR
0.8291731029131417,0.8862747281814258,0.6066836306733676,0.6338598622924261,0.6133415980499937,partial
0.8439942439095264,0.7528062252838372,0.6614841881448628,0.6682867557715675,0.6656629082584099,origin
0.9999999999999943,0.7524197656647988,0.6605777540301441,0.667476711219117,0.6647916057222725,RW
0.8439942439095264,0.7759154515050167,0.6511475392354715,0.6565411097610369,0.6549247954667307,DIremover
0.9189827443373544,0.7165004633920297,0.49067028384372546,0.5354394491697043,0.4775208705307671,LFR
0.843994243909522,0.7875583203732504,0.6381818243926434,0.6524908869987849,0.6444475035378988,partial
0.8362321210255884,0.7619913857800111,0.642131761519368,0.6496557310652086,0.6468184799794865,origin
0.9999999999999857,0.7829131528025384,0.6316496163682863,0.6427703523693803,0.6374303252919319,RW
0.8362321210255884,0.7715610842734607,0.6358542707953132,0.6391251518833536,0.638971392515967,DIremover
0.41888232899022804,0.9886793093784236,0.4384143058316766,0.46618063993519643,0.44969279855496425,LFR
0.8362321210256026,0.8127656484755058,0.6120686791052834,0.6322397731875253,0.6200582954113935,partial
0.8432203707170943,0.7976520777185709,0.6649359468185698,0.675577156743621,0.670135628941038,origin
0.9999999999999976,0.7986030337790684,0.6622831911823261,0.6723369785338194,0.6673572857376572,RW
0.8432203707170943,0.7743295334968309,0.6579375757656494,0.66302146618064,0.6615689260620713,DIremover
