DI,f1 macro,f1 micro,f1 weighted,TV distance,method
0.43870625481304015,0.6792937827769108,0.8135529361106626,0.7844695956829869,0.18746905683894505,origin
0.43870625481304015,0.6792937827769108,0.8135529361106626,0.7844695956829869,0.18736392554243833,unconstrained
0.6706577481438644,0.5434562651828753,0.6736638139835298,0.6670366408184086,1.729286419965178e-05,barycentre
0.9348710421472006,0.6403225891381046,0.7197911620646967,0.7260154267940897,0.02487341998742638,partial_0.001
0.9393289565052713,0.7168521578993858,0.7740997900855805,0.7813842326297421,0.18746905683894505,ROC
0.4623739192639784,0.6923248949669001,0.8206577318477851,0.7945184324614294,0.19647068984606006,origin
0.4623739192639784,0.6923248949669001,0.8206577318477851,0.7945184324614294,0.19633248868780542,unconstrained
0.8125973505654281,0.5571569119447336,0.7029441842940954,0.6878320889895885,1.2375945419622928e-06,barycentre
0.959769872672477,0.6365594361863741,0.7136013778997793,0.7226169242704971,0.024757319295910286,partial_0.001
1.0217406306733678,0.6312772979663397,0.6495505678454169,0.6734922625926892,0.19647068984606006,ROC
0.45146327385088997,0.6983320022633992,0.8192583023844126,0.797114695272225,0.20537986696501304,origin
0.45146327385088997,0.6983320022633992,0.8192583023844126,0.797114695272225,0.20527363031669316,unconstrained
1.0658951847969549,0.554802544124487,0.683675117067657,0.678685752749029,9.781490901198402e-05,barycentre
0.9933762277948711,0.6351738910611738,0.7088648474083643,0.7199758550779585,0.026432392912903818,partial_0.001
1.0959086861974396,0.6289950542569741,0.6485279078529522,0.6730230134884434,0.20537986696501304,ROC
0.4105034202241776,0.676454637918162,0.8139835297917003,0.7852583505264438,0.187455318971678,origin
0.4105034202241776,0.676454637918162,0.8139835297917003,0.7852583505264438,0.18727388261817443,unconstrained
0.9984006929157062,0.5245821514420979,0.6534259109747564,0.6522403139319104,2.5101895428676596e-05,barycentre
0.9093793218875803,0.6312718727291238,0.7122557726465364,0.7204034579948371,0.026129007511102535,partial_0.001
0.752411917614295,0.7225961960599929,0.7870714247268422,0.79157756441038,0.187455318971678,ROC
0.490401548062664,0.6719227744573766,0.8138758813714408,0.7833967918908332,0.17999395260353013,origin
0.490401548062664,0.6719227744573766,0.8138758813714408,0.7833967918908332,0.17978735195694073,unconstrained
1.1109168228996653,0.541634253358489,0.6968082243393078,0.679396010944328,0.0004880042599120102,barycentre
0.9966148685925368,0.6255584574460444,0.6991226653748857,0.7112895689813314,0.023924433660020283,partial_0.001
1.0413517265226617,0.679492448531695,0.7138166747402981,0.7336716588810313,0.17999395260353013,ROC
0.4947603707843008,0.6891551554743782,0.8199580171160988,0.7941816483475054,0.18377379120408005,origin
0.4947603707843008,0.6891551554743782,0.8199580171160988,0.7941816483475054,0.18362197319950746,unconstrained
0.9344160089138787,0.5574028072199118,0.696969696969697,0.6868563481102283,2.4092032262509764e-05,barycentre
0.9572549401364041,0.6506949614371167,0.7242047472953335,0.7341578498273506,0.02572339406363803,partial_0.001
1.0851226377761682,0.6754946102766055,0.7097798589805694,0.7304338968651565,0.18377379120408005,ROC
0.5100152207001523,0.6874497857401517,0.8153291350449432,0.7899017619039788,0.1818090956810967,origin
0.5100152207001523,0.6874497857401517,0.8153291350449432,0.7899017619039788,0.18163412288272762,unconstrained
0.7192056657073043,0.5643320884264305,0.7093492652995318,0.6931415427606779,3.6921276768062774e-05,barycentre
1.0307430009338192,0.6217638688473119,0.6958932127671027,0.707573654070452,0.025979894407307,partial_0.001
1.1195147181377876,0.6758226706508084,0.7087033747779752,0.7287307632644225,0.1818090956810967,ROC
0.5148489337157575,0.6932611280160166,0.816890037138705,0.7939775491910833,0.1990517873376608,origin
0.5148489337157575,0.6932611280160166,0.816890037138705,0.7939775491910833,0.19891557995830703,unconstrained
0.881715923222807,0.5654419837900766,0.7155928736745788,0.6975544186312249,5.484404491549981e-05,barycentre
1.034444131039207,0.6358620565559179,0.7214058883685882,0.7271436423291493,0.026868677803101017,partial_0.001
0.8987084906657237,0.7076859136468646,0.7609666828139297,0.7722314142679348,0.1990517873376608,ROC
0.4057700441942212,0.6779763916271476,0.816513267667797,0.787898683965654,0.20007004297823433,origin
0.4057700441942212,0.6779763916271476,0.816513267667797,0.787898683965654,0.19994224382824838,unconstrained
1.0137361969979568,0.5371057309389888,0.6426610689488131,0.6521434409499212,0.0005484259242864086,barycentre
0.9028803245436106,0.6429451329155512,0.7490715323752625,0.7442518913690952,0.02378221118273849,partial_0.001
1.0524836979872099,0.6737272430299908,0.7087033747779752,0.7293222155552679,0.20007004297823433,ROC
0.4504484906068617,0.701599463403852,0.8225415792023252,0.8010587092925694,0.20369008825928667,origin
0.4504484906068617,0.701599463403852,0.8225415792023252,0.8010587092925694,0.20353183622972126,unconstrained
0.6916540165779866,0.5268964924348348,0.6708111308466548,0.6635079580181054,3.0400607968887433e-05,barycentre
1.0476812096866668,0.6274760923464482,0.7036438990257818,0.7156661001514568,0.02531556779797228,partial_0.001
0.8802637112913791,0.7123604664246332,0.7659723343559934,0.7773751328463189,0.20369008825928667,ROC
